51,,-,-,,,,N/A,N/A,N/A,CANCELADO SIN CORTAR,YAMILET,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,,,,,,TE00011099,,"SOLID LEATHER, ART. GOAT SUEDE  - DISTRICT LEATHERS, COL. COGNAC",N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,CANCELADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
52,,MD03910,PT04233,,,,N/A,N/A,N/A,CANCELADO CORTADO,BURGOS,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00005878,,DOUBLE GEORGETTE NEGRO PV6000 196 / 44 45,1.1,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,NUEVO,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
53,,MD03911,PT04234,,,,,PT03754,SERENE SAFARI ANKLE DRESS SS26,CANCELADO CORTADO,MARIA DEL MAR,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00007693,,"ACETATE MATT JERSEY ART01625, BLACK 4000","1,35",,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,ARREGLAR ESTA BASE PARA MIRAR PROGRAMACIONES EN OTRAS BASES,,,,,,,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
54,,-,-,,,,,PT02876,SECOND SKIN TOP SS25,CANCELADO SIN CORTAR,MARGARITA,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,,,,,,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
55,,MD03913,PT04239,,,,#N/A,#N/A,,CANCELADO CORTADO,MARGARITA,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,SE CONVIERTE EN WRAP,SE CANCELA Y EL ARREGLO DE ESTA SE LE HACE A LA 65,,,,REVIVE,SE VUELVE A CANCELAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
56,,MD03914,PT04236,GOLD/NUDE METALLIC ERA SKIRT,,,N/A,N/A,N/A,JUST FOR SHOW,FER,,,,SKIRTS,,SK, 0-2-4-6-8-10-12 ,,,,N/A,N/A,TE00000323,,JACQUARD DESERT FLOWERS GOLD NUDE 700455COL.F,1.35,ENGRAVED JACQUARD,TE00000157,,CREPE DE CHINA NUDE PV1200 #3 SHADE C 29107,"1,1",,,,,,,,,,,,,,,,si pero se cancelo,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,PROGRAMACION,,,,,,,UNIFCAR A LA FALDA DE OSMAN 62,,,,,,LARGO 92,,,,,,,,,,,,,SE CANCELADO PARA SHOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
57,,MD03980,PT04238,GOLD/ECRU WARM MOVEMENT JACKET,GOLD / ECRU,5292,N/A,N/A,N/A,APROBADO,OSMAN,,,,OUTWEAR,JACKET,OW, S-M-L ,N/A,HOOK AND EYE,SI,N/A,N/A,TE00000323,,JACQUARD DESERT FLOWERS GOLD NUDE 700455COL.F,1.35,ENGRAVED JACQUARD/FAUX SHEARLING,TE00012332,,"PRINTED SILK CHARMEUSE, art.PV1000/19mm - PREVIEW, FW26 ONEIRIC FLORALECRU BLACK 36 CM",1.37,N/A,N/A,SI,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,,,X,#N/A,,,X,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,13730,OK,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,5,,29,,Referencia continua a producción,29,X,,,,,,,,0,16,8,5,0,29
58,,MD03915,PT04237,SOCIAL RITUAL ANKLE DRESS,BLACK,0002,N/A,N/A,N/A,APROBADO,MARIA DEL MAR,,,,DRESSES,ANKLE,DS, 0-2-4-6-8-10-12 ,ANKLE 95CM,SLIP ON,NO,N/A,N/A,TE00007693,,"ACETATE MATT JERSEY ART01625, BLACK 4000","1,35",JERSEY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"4,53 MT",,X,#N/A,,,x,,,,,,,,,,PROGRAMACION,,,,,,,,,,"Quitar largo a la capa (ubicaciòn manga derecha)

Aumentar largo y proporción pieza drapeado espalda 12 cm",,"PARA PRODUCION DARLE CAPACIDAD A LA MANGA

FUSIONAR PIEZA DE HOMBRO Y REALIZAR PESPUNTES  HORIZONTALES.",,,,,,,,,,,,,,,,,,,,,,,,,,,OK,13781,OK,,,,,,,,,,,,,,,,,,2,4,6,4,4,1,1,,,,,,22,,Referencia continua a producción,22,X,2,4,6,4,4,1,1,,,,,,22
59,,MD03916,PT04240,MODERN MYTH MINI DRESS,BLACK / GOLD,5602,N/A,N/A,N/A,CANCELADO POR COMERCIAL,YAMILET,,,,DRESSES,MINI,DS, 0-2-4-6-8-10-12 ,MINI 39CM,BACK BUTTONS,NO,WITH SLIP DRESS,N/A,TEN0007457,,GOLD/GREEN METALLIC BURNOUT VELVET SILK CHIFFON,1.30,VELVET SILK CHIFFON,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,si pero se cancelo,,,,,,,,,,,,X,"3,22 mt",,x,#N/A,,,X,,,,,,,,,,PROGRAMACION,,,,,,"LARGO 39, TERMINACIONES EN VELVET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
60,,MD03917,PT04241,LEOPARD GLIMMERING FROST TOP,,,,PT03323,GLIMMERING FROST TOP FW25,CANCELADO CORTADO,MARGARITA,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,N/A,,,EMBROIDERED FABRIC,N/A,TE00008871,,"EMBROIDERED CDC, APT, FW23 - THE BOHEMIAN LEOPARD, SWATCH #7","1,1",EMBROIDERED FABRIC,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",,,,N/A,N/A,,,,,,,,,,,si pero se cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,reducirle en centro posterior parte escote 4 cm en total,,,,,,,REMEDIR ,,,,,,,,,,,,,SE CANCELA PARA SHOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
61,,MD03918,PT04242,,,,#N/A,#N/A,,CANCELADO CORTADO,BURGOS,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00012308,,"PRINTED DOUBLE GGT, art.SI GGT 8200N - JOKERS, FW26 MAGNOLIA TREE BLACK BLUE",1.40,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,"Quitarla 1 cm de hombrera de organza , ponerle azul en la parte de la pretina",,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
62,,MD03919,PT04243,BLACK METALLIC ERA MIDI SKIRT,BLACK / SILVER,5399,N/A,N/A,N/A,CANCELADO POR COMERCIAL,OSMAN,,,,SKIRTS,MIDI,SK, 0-2-4-6-8-10-12 ,MIDI 92CM,BACK ZIPPER,SI,N/A,N/A,TEN0007667,,JACQUARD FLORALEBLACK LUREX ART1 PEWTER 700739 100,1.30,ENGRAVED JACQUARD,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,si pero se cancelo,,,,,,,,,,,,X,"3,97 MT",,X,#N/A,,,X,,,,,,,,,,,PROGRAMACION,,,,,,QUITAR ZURCIDO EN LA PARTE DE ABAJO Y QUITAR CAPACIDAD EN LA PARTE DE ATRAS,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
63,,MD03981,PT04244,FEARLESS VALUE VEST,BLACK / GOLD,5602,N/A,N/A,N/A,APROBADO,FER,,,,OUTWEAR,VEST,OW, XS-S-M-L-XL ,N/A,HOOK AND EYE,SI,EMBROIDERED,N/A,TE00008723,,"SOLID VELVET, ESPERIA.2, BLACK T",1.35,VELVET/FAUX SHEARLING,TE00008973,,"SOLID PALM JACQUARD TOBAGO/5704/140, RATTI, BLACK 0002-A","1,4",N/A,N/A,N/A,N/A,N/A,ESPUMA COMPLETO,N/A,N/A,N/A,IN HOUSE / INSUMO INDIA,"- BORDADO EN DELANTERO Y POSTERIOR

- PANEL BORDADO EN INDIA DE ROMBOS PARA CORTAR Y HACER MANUALIDAD",N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"0.75 MTVELVET
0.46MT  SHEARLING",,X,TERMINADO,,x,x,,,,,,,,,,,PROGRAMACION,,,,Almilla con piola en charmeuse,,,,,,,,,,,,Este chalequito lo vamos a alargar un poco y que tenga el bolsillito así lateral como el otro,,,,,,,,,,,,,,,,,,,,,,OK,13731,OK,,,,,,,,,,,,,,,,,,,,,,,,,1,10,7,5,0,23,,Referencia continua a producción,23,X,,,,,,,,1,10,7,5,0,23
64,,MD03982,PT04245,,,,#N/A,#N/A,,CANCELADO CORTADO,OSMAN,,,,OUTWEAR,,OW, XS-S-M-L-XL ,,,,,,TE00005512,,CUERO REVERSO SHEAILING FF369 BEIGE,1.39,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,,,SE CANCELA Y SE REPROGRAMA EN OTRA FICHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
65,,MD03920,PT04246,RAIN SECRET WRAP DRESS,BLACK,0002,N/A,N/A,N/A,APROBADO,MARGARITA,,,,DRESSES,WRAP,DS, 0-2-4-6-8-10-12 ,MIDI 92CM,SNAPS,NO,N/A,N/A,TE00010194,,"PALMNIMAL JACQUARD, ART30727 TARONI, DIS.701461, COL. NEGRO",1.37,PALMNIMAL JACQUARD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"3,64 MT",,X,#N/A,,,X,,,,,,,,,,,,PROGRAMACION,,,,"
Cuellito, hacerle pasamaneria sin róndelas, bolero para montar en medicion

SE LE HACE EL ARREGLO DE LA 55",,,,"Dejar bolero sencillo

Alargar la parte interna del cuello (que cruce)

Ajustar solapa que monta para que tenga mejor caída",,,,BAJAR TIRA DE AMARRE INTERNA Y EXTERNA,,,,,,,,,,,,,,,,,,,,,,,,,OK,13782,OK,,,,,,,,,,,,,,,,,,3,8,8,7,6,4,4,,,,,,40,,Referencia continua a producción,40,X,3,8,8,7,6,4,4,,,,,,40
66,,MD03921,PT04247,BLACK/ECRU RELATOS DE MI TIERRA MAXI SKIRT,BLACK / ECRU,5202,,PT03538,GREEN/YELLOW RELATOS DE MI TIERRA MAXI SKIRT RS26,CANCELADO POR COMERCIAL,MARGARITA,,,,SKIRTS,MAXI,SK, 0-2-4-6-8-10-12 ,MAXI 110,BACK ZIPPER,NO,N/A,N/A,TE00012273,,"PRINTED CDC 16mm, art.090625/Jw PARKER - FASAC, ART FW26 ONEIRIC FLORALBLACK ECRU 36 CM",1.35,SILK CDC,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",,N/A,N/A,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CANCELADA,,,,,,,,,3.93 MT,,"4.33MT
UB TRAZO",X,"4.68MT
UB TRAZO",,X,#N/A,,,x,,,,,,,,,,,,PROGRAMACION,,,PASO A LA FICHA 39 CONVIRTIENDOSE EN VESTIDO,,,,,,,,,,,,REVIVE FALDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
67,,-,-,,,,#N/A,#N/A,,CANCELADO SIN CORTAR,MARIA DEL MAR,,,,SKIRTS,,SK, 0-2-4-6-8-10-12 ,,,,,,TE00011499,,"VISCOSE DEVORE, ART.FNC.583 - ARGOMENTI, COL.BLACK/GOLD",1.35,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,CANCELADA POR TELA,REVIVE CON OTRO DEVORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
68,,MD03923,PT04249,TWILL BLACK/ECRU HACIA EL PUERTO SHIRT,BLACK / ECRU,5202,,PT03257,TWILL BLACK/CHOCOLATE HACIA PUERTO SHIRT FW25,APROBADO,FER,,,,TOPS,SHIRT,TP, 0-2-4-6-8-10-12 ,N/A,FRONT BUTTONS,NO,WITH SCARF,N/A,TE00012328,,"PRINTED TWILL, art.MENTON - LISA, ART FW26 ONEIRIC FLORALBLACK ECRU 36 CM",1.48,TWILL,N/A,N/A,N/A,N/A,SI,N/A,N/A,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,"2,78 MT",,,X,"2,71 MT
UB TRAZO",,x,#N/A,,,X,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,13732,OK,,,,,,,,,,,,,,,,,,2,5,4,3,1,0,0,,,,,,15,,Referencia continua a producción,15,X,2,5,4,3,1,0,0,,,,,,15
69,,MD03924,PT04252,PRIMAL GRACE TOP,BLACK,0002,N/A,N/A,N/A,APROBADO,CLAUDIA,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,N/A,BACK ZIPPER,SI,EMBROIDERED,N/A,TE00005391,,SOLID LI MERINO NATURAL ST MANAROLA710 117BLACK,"1,5",WOOL,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",N/A,N/A,N/A,N/A,N/A,CAJA PEQUEÑA Y ESPUMA,N/A,N/A,N/A,IN HOUSE,TOP BORDADO,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,0.24 MT,,x,TERMINADO,,x,x,,,,,,,,,,,,PROGRAMACION,,,"TIRAS DE HOMBRO, LA BASE SE CAMBIA EN DELANTERO A PAÑO PARA QUE SE PROGRAME BORDADO (HOMBRERA NEGRA)",,,,,,,,,,,LLEVARA EL BORDADO DE HOMBRERA Y SE LE DEBEN AGREGAR PLUMAS,,,,,,,,,,,"Este top por dentro en donde están pegadas las plumas tiene que tener una terminación para que no pique

Y agregar otra hilera de plumas",,,,,,,,,,,,OK,13733,OK,,,,,,,,,,,,,,,,,,2,2,3,3,0,0,0,,,,,,10,,Referencia continua a producción,10,X,2,2,3,3,0,0,0,,,,,,10
70,,MD03983,PT04251,SACRED METROPOLIS COAT,,,N/A,N/A,N/A,JUST FOR SHOW,YAMILET,,,,OUTWEAR,,OW, S-M-L ,,,,N/A,N/A,TEN0007418,,"CUERO CONFECCIÓN ATENAS, COL.DARK CHOCOLATE 19-1321 TCX p.8",N/A,LEATHER/LONG CURLY HAIR,TE00012330,,"PRINTED SILK CHARMEUSE, art.PV1000/19mm - PREVIEW, FW 26 INSECT LACE BROWN BLACK SALMON 80CM",1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,PROGRAMACION,,,,"Shearling en el cuello, en cenefa, que el bolsillo quede con la diagonal del vest de osman de shearling",,,,,Realizar cortes y doble pespuntes.,,,,SE CAMBIA EL PELO AL TE00010947,,,,,,aprobado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
71,,MD03925,PT04250,CHOCOLATE SHADOW ORIGIN PANT,CHOCOLATE,0016,,PT02418,BLACK SHADOW ORIGIN PANT FW24,CANCELADO POR COMERCIAL,OSMAN,,,,PANTS,PANT,PS, 0-2-4-6-8-10-12 ,FLATS MAXI 103,FRONT ZIPPER,NO,N/A,N/A,TEN0007418,,"CUERO CONFECCIÓN ATENAS, COL.DARK CHOCOLATE 19-1321 TCX p.8",N/A,LEATHER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"SIN IDENTIFICAR:
PENDIENTE ASIGNAR PRODUCCIÓN",CORTE CUERO EXTERNO DE PANTALON,PEND COSTO POR PARTE DE EQUIPO MAQUILAS,,si pero se cancelo,,,,,,,,,429 DCM,,,X,434 DCM,,X,#N/A,,,X,,,,,,,,,,,,PROGRAMACION,,,,OKEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
72,,MD03926,PT04253,NOCHE FLOREADA MAXI DRESS,WINE,0936,N/A,N/A,N/A,APROBADO,BURGOS,,,,DRESSES,MAXI,DS, 0-2-4-6-8-10-12 ,MAXI 115CM,BACK ZIPPER,SI,N/A,N/A,TE00012300,,"PRINTED DOUBLE GGT, art.SI GGT 8200N - JOKERS, FW26 ONEIRIC FLORALWINE RED 36 CM",1.40,SILK DOUBLE GEORGETTE,TE00000157,,CREPE DE CHINA NUDE PV1200 #3 SHADE C 29107,"1,1",N/A,N/A,SI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"7.79MT 
MOD DE ARTE",,X,#N/A,,,x,,,,,,,,,,,,PROGRAMACION,,,"pretina drapeada  

prueba de enrresortado para evaluar textura 

traer bolero para escote tipo almilla","Continuar en resortado en posterior, traer puños alfiladros 8 cm, continuar bolero en escote frontal hasta escote espalda, mover el punto de bolero 6 cm, y bolsillo funcional escondido al lado izquierdo",,,,,,,"CAMBIA EL TOP  SE CONVIERTE EN HALTER CON BOLERO 

TODOS LOS BOLEROS DEBEN IR SESGADOS EN CDC NEGRO ",,,,,,,,,,,,,,,,,,,,,,,,,,OK,13734,OK,,,,,,,,,,,,,,,,,,3,6,6,4,3,1,0,,,,,,23,,Referencia continua a producción,23,X,3,6,6,4,3,1,0,,,,,,23
73,,MD03927,PT04254,LET´S PARTY MINI DRESS,BLACK / RED,5914,N/A,N/A,N/A,CANCELADO POR COMERCIAL,MARIA DEL MAR,,,,DRESSES,MINI,DS, 0-2-4-6-8-10-12 ,MINI 41CM,BACK ZIPPER AND BUTTOM,SI,N/A,N/A,TE00012277,,"PRINTED CDC 28mm art.105342/J ORTENSIA - FASAC, ART FW26 FANTASY FLOWERS BLACK RED 20CM",1.35,SILK CDC,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,si pero se cancelo,,,,,,,,,,,,X,"3,24 MT",,X,#N/A,,,X,,,,,,,,,,,,PROGRAMACION,,,,,NUEVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
74,,MD03928,PT04255,BLACK/RED SANCTUARY BLOOM MAXI SKIRT,BLACK / RED,5914,N/A,N/A,N/A,APROBADO,MARIA DEL MAR,,,,SKIRTS,MAXI,SK, 0-2-4-6-8-10-12 ,MAXI 115CM,BACK ZIPPER,NO,N/A,N/A,TE00012271,,"PRINTED CDC 16mm, art.090625/Jw PARKER - FASAC, ART FW26 GIANT MAGNOLIA BLACK RED 75CM",1.35,SILK CDC,N/A,N/A,N/A,N/A,SI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"6,78 MT
MOD DE ARTE",,X,#N/A,,,X,,,,,,,,,,,"lleva cinta velvet negra de 5 cm  

el drapeado debe cruzar en el delantero y que entre en  el velvet.

la altura del drapeado del costado es el izquierdo.",,,PROGRAMACION,OKEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,13788,OK,,,,,,,,,,,,,,,,,,4,7,8,7,3,2,2,,,,,,33,,Referencia continua a producción,33,X,4,7,8,7,3,2,2,,,,,,33
75,,MD03929,PT04256,BOLD REVIERE TOP,BLACK,0002,N/A,N/A,N/A,CANCELADO POR COMERCIAL,YAMILET,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,N/A,BACK BUTTONS,NO,EMBROIDERED,N/A,TE00005878,,DOUBLE GEORGETTE NEGRO PV6000 196 / 44 45,1.1,SILK DOUBLE GEORGETTE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPUMA COMPLETO,N/A,N/A,N/A,SEMIELABORADO INDIA,COLLAR BORDADO,N/A,N/A,N/A,,si pero se cancelo,,,,,,,,,,,,X,"2,55 mt",,X,TERMINADO,,,X,,,,,,,,,,,,,,PROGRAMACION,,,,,,,"Va a tener collar de quitar y poner, realizar abertura en el posterior",,REMEDIR ,,,,,,,,,,SE LE PONDRA EL COLLAR DORADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
76,,MD03984,PT04272,,,,N/A,N/A,N/A,CANCELADO CORTADO,OSMAN,,,,OUTWEAR,,OW, XS-S-M-L-XL ,,,,,,TE00008723,,"SOLID VELVET, ESPERIA.2, BLACK T",1.35,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Una versión más saquito, verlo alfilerada para mirar si queda más bolerudo, nueva ficha",,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
77,,MD03985,PT04262,,,,N/A,N/A,N/A,CANCELADO CORTADO,OSMAN,,,,OUTWEAR,,OW, XS-S-M-L-XL ,,,,,,TE00008723,,"SOLID VELVET, ESPERIA.2, BLACK T",1.35,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
78,,MD03930,PT04257,TAUGHT DAYS SKIRT,,,,PT03757,CAMEL EPIC STATEMENT MIDI SKIRT SS26,CANCELADO CORTADO,FER,,,,SKIRTS,,SK, 0-2-4-6-8-10-12 ,MIDI 92CM,,,N/A,N/A,TE00011105,,"CROC EMBOSSED LAMB LEATHER - DISTRICT LEATHERS, COL. BLACK",N/A,LEATHER,,#N/A,#N/A,#N/A,,,,N/A,N/A,,,,,,,,,,,si pero se cancelo,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,PROGRAMACION,,,"LARGO 95 
 CAMBIAR LA ABERTURA AL POSTERIOR ",,DEBE QUEDA 92 ,,,REMEDIR ,,,,,,,,,,CANCELADA POR TEMAS DE CALIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
79,,MD03931,PT04258,SILENT TENSION ANKLE SKIRT,LEOPARD,0161,N/A,N/A,N/A,CANCELADO POR COMERCIAL,YAMILET,,,,SKIRTS,ANKLE,SK, 0-2-4-6-8-10-12 ,ANKLE 95CM,BACK ZIPPER,NO,N/A,N/A,TE00012306,,"PRINTED DOUBLE GGT, art.SI GGT 8200N - JOKERS, FW'26 BOHEMIAN LEOPARD 60CM",1.40,SILK DOUBLE GEORGETTE,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,si pero se cancelo,,,,,,,,,,,,X,"2,14 MT",,X,#N/A,,,X,,,,,,,,,,,,,,,PROGRAMACION,,,"cambiar base de falda, debe quedar mas recta.",,,,,REMEDIR ,,,,ABRIR MAS LA ABERTURA PARA DESFILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
80,,MD03932,PT04259,PURE INSTINCT TOP,LEOPARD,0161,N/A,N/A,N/A,CANCELADO POR COMERCIAL,MARGARITA,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,N/A,BACK BUTTONS,NO,N/A,N/A,TE00012306,,"PRINTED DOUBLE GGT, art.SI GGT 8200N - JOKERS, FW'26 BOHEMIAN LEOPARD 60CM",1.40,SILK DOUBLE GEORGETTE,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CANCELADA,,,,,,,,,,,,X,"1,95 MT",,X,#N/A,,,X,,,,,,,,,,,,,,,PROGRAMACION,,,"cambiar cuello por el de ss25 segun referente enviado.
lleva hombreras, el velvet de la maga  debe quedar interno. ",,,,,REMEDIR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
